prompt,completion
because	c
of	c
the	c
comfort	c
and	c
the	c
better	c
bed	c
.	c
"
I have choosen the activities surfing and photography .,"I	c
have	c
choosen	i
the	i
activities	c
surfing	c
and	c
photography	c
.	c
"
I 'm a beginner on both activities .,"I	c
'm	c
a	c
beginner	c
on	i
both	c
activities	c
.	c
"
I have some questions as follow : 1 .,"I	c
have	c
some	i
questions	i
as	i
follow	i
:	c
1	c
.	c
"
What kind of clothes are needed ?,"What	c
kind	c
of	c
clothes	c
are	c
needed	c
?	c
"
2 .,"2	c
.	c
"
What I have to pay by myself ?,"What	c
I	i
have	c
to	c
pay	c
by	c
myself	c
?	c
"
3 .,"3	c
.	c
"
Should I take some money with me ?,"Should	c
I	c
take	c
some	c
money	c
with	c
me	c
?	c
"
4 .,"4	c
.	c
"
How is the wheather in California ?,"How	c
is	c
the	c
wheather	i
in	c
California	c
?	c
"
I 'm looking forward to hearing from you .,"I	c
'm	c
looking	c
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
"Yours sincerelly , A. Becker Shopping is not always enjoyable Most of the time is shopping fun and enjoyable .","Yours	c
sincerelly	i
,	c
A.	c
Becker	c
Shopping	c
is	c
not	c
always	c
enjoyable	c
Most	c
of	c
the	c
time	c
is	i
shopping	i
fun	c
and	c
enjoyable	c
.	c
"
There are a lot of reasons that could be awful to go shopping .,"There	c
are	c
a	c
lot	c
of	c
reasons	c
that	i
could	i
be	c
awful	c
to	c
go	c
shopping	c
.	c
"
Even if you run out of money or you have to buy a particular thing which is difficult to find .,"Even	c
if	c
you	c
run	c
out	c
of	c
money	c
or	c
you	c
have	c
to	c
buy	c
a	c
particular	c
thing	c
which	c
is	c
difficult	c
to	c
find	c
.	c
"
I had once this problem .,"I	c
had	i
once	i
this	c
problem	c
.	c
"
I was looking for a special fruit .,"I	c
was	c
looking	c
for	c
a	c
special	c
fruit	c
.	c
"
The sales assistants in the stores are n't so nice and helpful .,"The	c
sales	c
assistants	c
in	c
the	c
stores	c
are	c
n't	c
so	c
nice	c
and	i
helpful	c
.	c
"
"Sometimes they give me a bad feeling as , , customer treat with order \"" .","Sometimes	c
they	c
give	c
me	c
a	c
bad	c
feeling	c
as	i
,	c
,	c
customer	c
treat	c
with	c
order	c
""\""""""	c
.	c
"
Last week I was shopping with my younger brother .,"Last	c
week	c
I	c
was	c
shopping	c
with	c
my	c
younger	c
brother	c
.	c
"
Awful .,"Awful	c
.	c
"
He wanted everything what his eyes saw .,"He	c
wanted	c
everything	c
what	i
his	c
eyes	c
saw	c
.	c
"
All the stuff for children are in the same level as they have their eyes .,"All	c
the	c
stuff	c
for	c
children	c
are	i
in	i
the	c
same	c
level	c
as	c
they	c
have	c
their	c
eyes	c
.	c
"
"Afterwards , I felt tired and unsatisfy the store .","Afterwards	c
,	c
I	c
felt	c
tired	c
and	c
unsatisfy	i
the	i
store	c
.	c
"
The shops have bad opening times .,"The	c
shops	c
have	c
bad	c
opening	c
times	c
.	c
"
When I feel me comfortable for shopping everything will be closed or you haven't enough time to look around .,"When	c
I	c
feel	c
me	i
comfortable	i
for	c
shopping	c
everything	c
will	i
be	i
closed	c
or	c
you	i
haven't	c
enough	c
time	c
to	c
look	c
around	c
.	c
"
My conclusion on these points are not so bad .,"My	c
conclusion	c
on	c
these	c
points	c
are	i
not	c
so	c
bad	c
.	c
"
I like shopping at all with my best friend .,"I	c
like	c
shopping	c
at	i
all	i
with	c
my	c
best	c
friend	c
.	c
"
Dear Mrs Ryan !,"Dear	c
Mrs	c
Ryan	c
!	c
"
I 'm very happy that I won first prize in your competion .,"I	c
'm	c
very	c
happy	c
that	c
I	c
won	c
first	c
prize	c
in	c
your	c
competion	i
.	c
"
Two weeks at California in the USA is the thing about I dreamed a lot .,"Two	c
weeks	c
at	c
California	c
in	c
the	c
USA	c
is	c
the	c
thing	c
about	i
I	i
dreamed	i
a	c
lot	c
.	c
"
You asked me few questions in your letter .,"You	c
asked	c
me	c
few	c
questions	c
in	c
your	c
letter	c
.	c
"
I would like to answer .,"I	c
would	c
like	c
to	c
answer	c
.	c
"
The only one term for me to visit you is July .,"The	c
only	c
one	c
term	i
for	c
me	c
to	c
visit	c
you	c
is	c
July	c
.	c
"
I can come to USA on July becouse on August I will be working with my father .,"I	c
can	c
come	c
to	c
USA	c
on	i
July	c
becouse	i
on	i
August	c
I	c
will	c
be	c
working	c
with	c
my	c
father	c
.	c
"
We are building a new house for our family .,"We	c
are	c
building	c
a	c
new	c
house	c
for	c
our	c
family	c
.	c
"
"What about accommodation , I prefer tents to log cabins .","What	c
about	c
accommodation	c
,	c
I	c
prefer	c
tents	c
to	c
log	c
cabins	c
.	c
"
Nights in hol .,"Nights	c
in	c
hol	c
.	c
"
on July are hot .,"on	i
July	c
are	c
hot	c
.	c
"
Tent will be more cooler to sleep then the cabin .,"Tent	i
will	c
be	c
more	c
cooler	c
to	c
sleep	c
then	i
the	i
cabin	c
.	c
"
You offer a great veriety of activities .,"You	c
offer	c
a	c
great	c
veriety	i
of	c
activities	c
.	c
"
My best sports disciplines are swimming and basketball .,"My	c
best	c
sports	c
disciplines	c
are	c
swimming	c
and	c
basketball	c
.	c
"
I am a life guard and I could work in your camp as a rescuer next summer .,"I	c
am	c
a	c
life	c
guard	c
and	c
I	c
could	c
work	c
in	c
your	c
camp	c
as	c
a	c
rescuer	c
next	c
summer	c
.	c
"
Basketball is the game which I love .,"Basketball	c
is	c
the	c
game	c
which	c
I	c
love	c
.	c
"
I always watch the NBA matches on T.V.,"I	c
always	c
watch	c
the	c
NBA	c
matches	c
on	c
T.V.	c
"
It will be great for me to train basketball in USA .,"It	c
will	c
be	c
great	c
for	c
me	c
to	c
train	i
basketball	c
in	c
USA	i
.	c
"
I have qustions to .,"I	c
have	c
qustions	i
to	i
.	c
"
How much money should I take with me and what sort of clothes are requested Thank You .,"How	c
much	c
money	c
should	c
I	c
take	c
with	c
me	c
and	c
what	c
sort	c
of	c
clothes	c
are	c
requested	i
Thank	c
You	c
.	c
"
Yours sincerely K. Shoping is not always enjoyable .,"Yours	c
sincerely	c
K.	c
Shoping	i
is	c
not	c
always	c
enjoyable	c
.	c
"
Ten or fifteen years ago we had in Poland empty shelves in shops .,"Ten	c
or	c
fifteen	c
years	c
ago	c
we	c
had	c
in	i
Poland	i
empty	i
shelves	i
in	i
shops	i
.	c
"
We could only buy things from Russia .,"We	c
could	c
only	c
buy	c
things	c
from	c
Russia	c
.	c
"
People alwas queued for stuff from west .,"People	c
alwas	i
queued	c
for	c
stuff	c
from	c
west	i
.	c
"
If you had wanted something special for example for a gift you had to stay in a line all night .,"If	c
you	c
had	c
wanted	c
something	c
special	c
for	c
example	c
for	c
a	c
gift	c
you	c
had	c
to	c
stay	c
in	c
a	c
line	c
all	c
night	c
.	c
"
It was the worst side of shopping in Poland couple years ago .,"It	c
was	c
the	c
worst	c
side	c
of	c
shopping	c
in	c
Poland	c
couple	i
years	i
ago	c
.	c
"
"Nowadays we have capitalism , free market lots of privete shops , markets and super - markets .","Nowadays	c
we	c
have	c
capitalism	c
,	c
free	c
market	c
lots	c
of	c
privete	i
shops	c
,	c
markets	c
and	c
super	i
-	i
markets	i
.	c
"
We can buy everything what about we imagine .,"We	c
can	c
buy	c
everything	c
what	c
about	c
we	c
imagine	c
.	c
"
Polish super market are not Polish origin shops .,"Polish	c
super	i
market	i
are	c
not	c
Polish	c
origin	c
shops	c
.	c
"
They are imported from enother Western Europe country .,"They	c
are	c
imported	c
from	c
enother	i
Western	c
Europe	i
country	c
.	c
"
"I apprieciate this shops for lots of products , cheep prices end big spaces .","I	c
apprieciate	i
this	i
shops	c
for	c
lots	c
of	c
products	c
,	c
cheep	i
prices	c
end	i
big	c
spaces	c
.	c
"
"But the problem is when I want to buy only one thing , for example bread .","But	c
the	c
problem	c
is	c
when	c
I	c
want	c
to	c
buy	c
only	c
one	c
thing	c
,	c
for	c
example	c
bread	c
.	c
"
On Friedy evening and at on the weekdays each supermarkets are crowded .,"On	c
Friedy	i
evening	c
and	c
at	c
on	c
the	c
weekdays	c
each	i
supermarkets	c
are	c
crowded	c
.	c
"
They are filled by people who went buy everything .,"They	c
are	c
filled	c
by	i
people	c
who	c
went	i
buy	i
everything	c
.	c
"
I do not like crowded places .,"I	c
do	c
not	c
like	c
crowded	c
places	c
.	c
"
This is the reason why I do not like shopping .,"This	c
is	c
the	c
reason	c
why	c
I	c
do	c
not	c
like	c
shopping	c
.	c
"
"Dear Mrs Ryan , I am writing in reply to your letter in which you communicate I have won first prize in your competion .","Dear	c
Mrs	c
Ryan	c
,	c
I	c
am	c
writing	c
in	c
reply	c
to	c
your	c
letter	c
in	c
which	c
you	c
communicate	i
I	i
have	c
won	c
first	c
prize	c
in	c
your	c
competion	i
.	c
"
I am glad .,"I	c
am	c
glad	c
.	c
"
Thank you very much .,"Thank	c
you	c
very	c
much	c
.	c
"
Now I am answering your questions and then I would like to know further information about travel and accomodation .,"Now	c
I	c
am	c
answering	c
your	c
questions	c
and	c
then	c
I	c
would	c
like	c
to	c
know	c
further	i
information	c
about	c
travel	c
and	c
accomodation	i
.	c
"
I would like to travel in July because in June I am going to take some exams at University and at the moment I do not know the exact date .,"I	c
would	c
like	c
to	c
travel	c
in	c
July	c
because	c
in	c
June	c
I	c
am	c
going	c
to	c
take	c
some	c
exams	c
at	c
University	i
and	c
at	c
the	c
moment	c
I	c
do	c
not	c
know	c
the	c
exact	c
date	c
.	c
"
I can tell you I am only free in July .,"I	c
can	c
tell	c
you	c
I	c
am	c
only	c
free	c
in	c
July	c
.	c
"
I would prefer an accomodation in log cabins because I am not keen on tents and I think that a log cabin is more comfortable than a tent .,"I	c
would	c
prefer	c
an	i
accomodation	i
in	c
log	i
cabins	i
because	c
I	c
am	c
not	c
keen	c
on	c
tents	c
and	c
I	c
think	c
that	c
a	c
log	c
cabin	c
is	c
more	c
comfortable	c
than	c
a	c
tent	c
.	c
"
As regard as the chance to do two activities while I am at the Camp I would like to practise painting and photography .,"As	c
regard	i
as	i
the	c
chance	c
to	c
do	c
two	c
activities	c
while	c
I	c
am	c
at	c
the	c
Camp	c
I	c
would	c
like	c
to	c
practise	i
painting	c
and	c
photography	c
.	c
"
"I am a painter in oils from life and my subjects are landscapes , people , animals .","I	c
am	i
a	i
painter	i
in	c
oils	c
from	c
life	c
and	c
my	c
subjects	c
are	c
landscapes	c
,	c
people	c
,	c
animals	c
.	c
"
"I like also taking photographs , for example during my journeys or trips .","I	c
like	i
also	i
taking	c
photographs	c
,	c
for	c
example	c
during	c
my	c
journeys	c
or	c
trips	c
.	c
"
So when I go back home I can use my best pictures to reproduce them as a painting .,"So	c
when	c
I	c
go	c
back	c
home	c
I	c
can	c
use	c
my	c
best	c
pictures	c
to	c
reproduce	c
them	c
as	c
a	c
painting	c
.	c
"
Would you give me some information about clothes to wear there ?,"Would	c
you	c
give	c
me	c
some	c
information	c
about	c
clothes	i
to	c
wear	c
there	c
?	c
"
I would like also to know how much money I can bring .,"I	c
would	c
like	i
also	i
to	c
know	c
how	c
much	c
money	c
I	c
can	c
bring	c
.	c
"
"Looking forward to hearing from you Yours sincerely , Billy Esposito There is somebody who says that ' Shopping is not always enjoyable ' and who is happy only when can go shopping .","Looking	c
forward	c
to	c
hearing	c
from	c
you	c
Yours	c
sincerely	c
,	c
Billy	c
Esposito	c
There	c
is	c
somebody	c
who	c
says	c
that	c
'	c
Shopping	c
is	c
not	c
always	c
enjoyable	c
'	c
and	c
who	c
is	c
happy	c
only	c
when	c
can	i
go	c
shopping	c
.	c
"
In the first I do not think that shopping is enjoyable when you must do so in a hurry or for duty .,"In	i
the	i
first	i
I	c
do	c
not	c
think	c
that	c
shopping	c
is	c
enjoyable	c
when	c
you	c
must	c
do	c
so	i
in	c
a	c
hurry	c
or	c
for	i
duty	c
.	c
"
"If you have to run from one shop to another and always looking at the watch , doing shopping is a terrible activity .","If	c
you	c
have	c
to	c
run	c
from	c
one	c
shop	c
to	c
another	c
and	c
always	c
looking	c
at	c
the	i
watch	c
,	c
doing	i
shopping	c
is	c
a	c
terrible	c
activity	c
.	c
"
On the other hand if you can walk without anytime problem with a good friend I think that shopping is very enjoyable .,"On	c
the	c
other	c
hand	c
if	c
you	c
can	c
walk	c
without	i
anytime	i
problem	c
with	c
a	c
good	c
friend	c
I	c
think	c
that	c
shopping	c
is	c
very	c
enjoyable	c
.	c
"
"For istance , it is funny enter a clothes shop and try on a skirt or a t - shirt although you do not buy anything .","For	c
istance	i
,	c
it	c
is	c
funny	i
enter	i
a	c
clothes	c
shop	c
and	c
try	c
on	c
a	c
skirt	c
or	c
a	c
t	i
-	c
shirt	c
although	c
you	c
do	c
not	c
buy	c
anything	c
.	c
"
To sum up I enjoy wasting money and buying useful things or not .,"To	c
sum	c
up	c
I	c
enjoy	c
wasting	c
money	c
and	i
buying	c
useful	c
things	c
or	c
not	c
.	c
"
I often like getting gifts for my relatives and friends .,"I	c
often	c
like	c
getting	i
gifts	c
for	c
my	c
relatives	c
and	c
friends	c
.	c
"
"In my opinion , shopping is relaxing above all on Saturdays when you have finished a work week and you are expecting a wonderful Sunday .","In	c
my	c
opinion	c
,	c
shopping	c
is	c
relaxing	c
above	c
all	c
on	c
Saturdays	c
when	c
you	c
have	c
finished	c
a	c
work	i
week	c
and	c
you	c
are	c
expecting	c
a	c
wonderful	c
Sunday	c
.	c
"
"DEAR MS . RYAN , IN REFERENCE TO YOUR LETTER DATED 28 MAY I WOULD LIKE TO THANK YOU FOR INFORMING ME ABOUT THE COMPETITION RESULT .","DEAR	c
MS	c
.	c
RYAN	c
,	c
IN	c
REFERENCE	c
TO	c
YOUR	c
LETTER	c
DATED	c
28	c
MAY	c
I	c
WOULD	c
LIKE	c
TO	c
THANK	c
YOU	c
FOR	c
INFORMING	c
ME	c
ABOUT	c
THE	c
COMPETITION	c
RESULT	c
.	c
"
I AM VERY GLAD TO HEAR THAT I AM THE WONNER OF THE COMPETITION ORGANISED BY YOUR COMPANY LAST MONTH .,"I	c
AM	c
VERY	c
GLAD	c
TO	c
HEAR	c
THAT	c
I	c
AM	c
THE	c
WONNER	i
OF	c
THE	c
COMPETITION	c
ORGANISED	c
BY	c
YOUR	c
COMPANY	c
LAST	c
MONTH	c
.	c
"
"IT IS VERY PLEASED TO KNOW THAT I HAVE A CHANCE TO SPEND TWO WEEKS AT CAMP CALIFORNIA IN THE USA , WHERE I HAVE NEVER BEEN BEFORE .","IT	c
IS	c
VERY	c
PLEASED	i
TO	c
KNOW	c
THAT	c
I	c
HAVE	c
A	c
CHANCE	c
TO	c
SPEND	c
TWO	c
WEEKS	c
AT	c
CAMP	c
CALIFORNIA	c
IN	c
THE	c
USA	c
,	c
WHERE	c
I	c
HAVE	c
NEVER	c
BEEN	c
BEFORE	c
.	c
"
"ACCORDING TO YOUR REQUIREMENTS I WOULD LIKE TO ANSWER YOUR QUESTIONS REGARDING TRAVEL TIME , ACCOMMODATION 'S PREFERENCES AND ACTIVITIES WHICH I LIKE TO DO .","ACCORDING	c
TO	c
YOUR	c
REQUIREMENTS	c
I	c
WOULD	c
LIKE	c
TO	c
ANSWER	c
YOUR	c
QUESTIONS	c
REGARDING	c
TRAVEL	c
TIME	c
,	c
ACCOMMODATION	c
'S	c
PREFERENCES	c
AND	c
ACTIVITIES	c
WHICH	c
I	c
LIKE	c
TO	c
DO	c
.	c
"
ANSWERING THE FIRST QUESTION - I WOULD LIKE TO TRAVEL IN JULY .,"ANSWERING	c
THE	c
FIRST	c
QUESTION	c
-	c
I	c
WOULD	c
LIKE	c
TO	c
TRAVEL	c
IN	c
JULY	c
.	c
"
THE REASON IS I AM WORKING FOR THE TELECOMMUNICATION COMPANY AS A MARKETING SPECIALIST AND WE ARE PREPARING FOR THE BIGGEST TELECOMMUNICATION FAIR IN THE WORLD WHICH IS TAKING PLACE IN SEPTEMBER .,"THE	c
REASON	c
IS	c
I	c
AM	c
WORKING	c
FOR	c
THE	c
TELECOMMUNICATION	c
COMPANY	c
AS	c
A	c
MARKETING	c
SPECIALIST	c
AND	c
WE	c
ARE	c
PREPARING	c
FOR	c
THE	c
BIGGEST	c
TELECOMMUNICATION	c
FAIR	c
IN	c
THE	c
WORLD	c
WHICH	c
IS	c
TAKING	c
PLACE	c
IN	c
SEPTEMBER	c
.	c
"
WE WILL BE WORKING ON THIS WHOLE AUGUST SO THE ONLY ONE VACATION MONTH I CAN GO IS JULY .,"WE	c
WILL	c
BE	c
WORKING	c
ON	c
THIS	c
WHOLE	i
AUGUST	c
SO	c
THE	c
ONLY	c
ONE	c
VACATION	c
MONTH	c
I	c
CAN	c
GO	c
IS	c
JULY	c
.	c
"
"CONCERNING THE ACCOMMODATION - PLEASE BE INFORMED THAT I WOULD PREFER THE LOG CABIN AS IN THE MEANTIME I SHOULD WORK ON MY LAPTOP , PREPARING SOME FINANCIAL REPORTS SO THE ELECTRICITY WILL BE NEEDED .","CONCERNING	c
THE	c
ACCOMMODATION	c
-	c
PLEASE	c
BE	c
INFORMED	c
THAT	c
I	c
WOULD	c
PREFER	c
THE	c
LOG	c
CABIN	c
AS	c
IN	c
THE	c
MEANTIME	c
I	c
SHOULD	c
WORK	c
ON	c
MY	c
LAPTOP	c
,	c
PREPARING	c
SOME	c
FINANCIAL	c
REPORTS	c
SO	c
THE	c
ELECTRICITY	c
WILL	c
BE	c
NEEDED	c
.	c
"
I THINK THAT THE LOG CABIN WILL BE MORE COMFORTABLE AT ALL .,"I	c
THINK	c
THAT	c
THE	c
LOG	c
CABIN	c
WILL	c
BE	c
MORE	c
COMFORTABLE	c
AT	i
ALL	c
.	c
"
REGARDING TWO ACTIVITIES - I HAVE CHOOSEN TENNIS AND PHOTOGRAPHY .,"REGARDING	c
TWO	c
ACTIVITIES	c
-	c
I	c
HAVE	c
CHOOSEN	i
TENNIS	c
AND	c
PHOTOGRAPHY	c
.	c
"
I JUST STARTED TO PLAY TENNIS THAT IS WHY I THINK IT WOULD BE A POSSIBILITY TO PRACTISE AND CHECK MY SKILLS .,"I	c
JUST	c
STARTED	c
TO	c
PLAY	c
TENNIS	c
THAT	c
IS	c
WHY	c
I	c
THINK	c
IT	c
WOULD	c
BE	c
A	c
POSSIBILITY	c
TO	c
PRACTISE	c
AND	c
CHECK	c
MY	c
SKILLS	c
.	c
"
PHOTOGRAPHY IS MY HOBBY .,"PHOTOGRAPHY	c
IS	c
MY	c
HOBBY	c
.	c
"
SHOPPING IS NOT ALWAYS ENJOYABLE .,"SHOPPING	c
IS	c
NOT	c
ALWAYS	c
ENJOYABLE	c
.	c
"
"PEOPLE LIKE DOING SHOPPING ( ASPECIALLY IN POLAND , WHERE MANY NEW AND MODERN SUPERMARKETS HAVE BEEN OPENED ) LADIES PREFER TO VISIT UNDERWEAR SHOPS OR DEPARTMENTS IN HUGE HIPERMARKETS AND MEN ARE HAPPY WHEN THEY CAN BUY SOMETHING NEW FOR THEIR CARS , MOTORS OR COMPUTERS .","PEOPLE	c
LIKE	c
DOING	c
SHOPPING	c
(	c
ASPECIALLY	i
IN	c
POLAND	c
,	c
WHERE	c
MANY	c
NEW	c
AND	c
MODERN	c
SUPERMARKETS	c
HAVE	c
BEEN	c
OPENED	c
)	c
LADIES	c
PREFER	c
TO	c
VISIT	c
UNDERWEAR	c
SHOPS	c
OR	c
DEPARTMENTS	c
IN	c
HUGE	c
HIPERMARKETS	i
AND	c
MEN	c
ARE	c
HAPPY	c
WHEN	c
THEY	c
CAN	c
BUY	c
SOMETHING	c
NEW	c
FOR	c
THEIR	c
CARS	c
,	c
MOTORS	i
OR	c
COMPUTERS	c
.	c
"
"PEOPLE ALL OVER THE WORLD LIKE GOING TO DO SHOPPING WITH FRIENDS OF FAMILIES ( IT 'S EASIER TO CHOOSE THE REALLY NEEDED THINGS FOR KITCHEN OR BATHROOM , TO GET SOMETHING TASTY FOR DINNER , LUNCH OR BREAKFAST ) .","PEOPLE	c
ALL	c
OVER	c
THE	c
WORLD	c
LIKE	c
GOING	c
TO	c
DO	c
SHOPPING	c
WITH	c
FRIENDS	c
OF	c
FAMILIES	i
(	c
IT	c
'S	c
EASIER	c
TO	c
CHOOSE	c
THE	c
REALLY	c
NEEDED	c
THINGS	c
FOR	c
KITCHEN	c
OR	c
BATHROOM	c
,	c
TO	c
GET	c
SOMETHING	c
TASTY	c
FOR	c
DINNER	c
,	c
LUNCH	c
OR	c
BREAKFAST	c
)	c
.	c
"
BUT SOME PEOPLE DON'T LIKE DOING SHOPPING AT ALL .,"BUT	c
SOME	c
PEOPLE	c
DON'T	c
LIKE	c
DOING	c
SHOPPING	c
AT	c
ALL	c
.	c
"
"THE REASONS ARE ; DISTANCE , LACK OF CAR , CROWDED STREETS , TRAFFIC ON THE WAY TO THE SHOP .","THE	c
REASONS	c
ARE	c
;	c
DISTANCE	c
,	c
LACK	c
OF	c
CAR	c
,	c
CROWDED	c
STREETS	c
,	c
TRAFFIC	c
ON	c
THE	c
WAY	c
TO	c
THE	c
SHOP	c
.	c
"
"THEY CAN SAY , , SHOPPING IS NOT ENJOYABLE '' BECAUSE THEY PREFER TO ORDER CLOTHES AND FOOD IN CATALOGUES OR IN THE PIZZA HUT RESTAURANT SITUATED ON THE CORNER .","THEY	c
CAN	c
SAY	c
,	c
,	c
SHOPPING	c
IS	c
NOT	c
ENJOYABLE	c
''	c
BECAUSE	c
THEY	c
PREFER	c
TO	c
ORDER	c
CLOTHES	c
AND	c
FOOD	c
IN	i
CATALOGUES	c
OR	c
IN	c
THE	c
PIZZA	c
HUT	c
RESTAURANT	c
SITUATED	c
ON	c
THE	c
CORNER	c
.	c
"
THEY ARE TOO LAZY FOR WALKING AND LOOKING FOR SOMETHING NICE FOR BIRTHDAY PRESENT OR FLOWERS FOR GIRL - FRIENDS .,"THEY	c
ARE	c
TOO	c
LAZY	c
FOR	c
WALKING	c
AND	c
LOOKING	c
FOR	c
SOMETHING	c
NICE	c
FOR	c
BIRTHDAY	i
PRESENT	c
OR	c
FLOWERS	c
FOR	c
GIRL	i
-	i
FRIENDS	i
.	c
"
"ON THE OTHER HAND - IT 'S VERY COMFORTABLE TO SEAT AT HOME , CALL AND WAIT FOR THE ORDER REALISATION .","ON	c
THE	c
OTHER	c
HAND	c
-	c
IT	c
'S	c
VERY	c
COMFORTABLE	c
TO	c
SEAT	i
AT	c
HOME	c
,	c
CALL	c
AND	c
WAIT	c
FOR	c
THE	c
ORDER	c
REALISATION	c
.	c
"
"PEOPLE , WHO DON'T LIKE SHOPPING HAVE THEIR OWN REASONS OF THIS SITUATIONS ( MAYBE THEY HAD AN ACCIDENT WITH A RUDE SHOP - ASSISTANCE , BOUGHT NOT FRESH FOOD ONE DAY AND DO NOT WANT TO DO THAT ANY MORE , HAD BAD EXPERIENCE WITH OTHER PEOPLE IN SHOPS ) .","PEOPLE	c
,	c
WHO	c
DON'T	c
LIKE	c
SHOPPING	c
HAVE	c
THEIR	c
OWN	c
REASONS	c
OF	i
THIS	c
SITUATIONS	i
(	c
MAYBE	c
THEY	c
HAD	c
AN	c
ACCIDENT	c
WITH	c
A	c
RUDE	c
SHOP	c
-	i
ASSISTANCE	i
,	c
BOUGHT	c
NOT	c
FRESH	c
FOOD	c
ONE	c
DAY	c
AND	c
DO	c
NOT	c
WANT	c
TO	c
DO	c
THAT	c
ANY	c
MORE	c
,	c
HAD	c
BAD	i
EXPERIENCE	c
WITH	c
OTHER	c
PEOPLE	c
IN	c
SHOPS	c
)	c
.	c
"
THEY DON'T LIKE SHOPPING EITHER BECAUSE OF THE WEATHER ( SOMETIMES IT 'S TOO HOT OR TOO COLD FOR GOING OUTSIDE ) .,"THEY	c
DON'T	c
LIKE	c
SHOPPING	c
EITHER	c
BECAUSE	c
OF	c
THE	c
WEATHER	c
(	c
SOMETIMES	c
IT	c
'S	c
TOO	c
HOT	c
OR	c
TOO	c
COLD	c
FOR	c
GOING	c
OUTSIDE	c
)	c
.	c
"
"ANYHOW EVERYBODY SHOUD DO SHOPPING AS PEOPLE NEED TO EAT , NEED CLOTHES AND MANY OTHER IMPORTANT THINGS TO LIVE .","ANYHOW	i
EVERYBODY	c
SHOUD	i
DO	c
SHOPPING	c
AS	c
PEOPLE	c
NEED	c
TO	c
EAT	c
,	c
NEED	c
CLOTHES	c
AND	c
MANY	c
OTHER	c
IMPORTANT	c
THINGS	c
TO	c
LIVE	c
.	c
"
EVEN IF THE SHOPPING IS NOT ALWAYS ENJOYABLE PEOPLE HAVE TO BUY THINGS ( AND SPEND MONEY ) .,"EVEN	c
IF	c
THE	c
SHOPPING	c
IS	c
NOT	c
ALWAYS	c
ENJOYABLE	c
PEOPLE	c
HAVE	c
TO	c
BUY	c
THINGS	c
(	c
AND	c
SPEND	c
MONEY	c
)	c
.	c
"
BUT EVERY INDIVIDUAL CAN CHOOSE THE WAY HOW TO DO IT .,"BUT	c
EVERY	c
INDIVIDUAL	c
CAN	c
CHOOSE	c
THE	c
WAY	c
HOW	c
TO	c
DO	c
IT	c
.	c
"
"IT ABSOLUTELY DEPENDS ON A LIFE - STYLE , PERSONALITY AND NEEDS .","IT	c
ABSOLUTELY	c
DEPENDS	c
ON	c
A	c
LIFE	i
-	i
STYLE	i
,	c
PERSONALITY	c
AND	c
NEEDS	c
.	c
"
"Dear Helen , Thanks you very much for your recent letter .","Dear	c
Helen	c
,	c
Thanks	i
you	c
very	c
much	c
for	c
your	c
recent	c
letter	c
.	c
"
I can not believe that I won the first prize ( It 's great ! ),"I	c
can	c
not	c
believe	c
that	c
I	c
won	c
the	c
first	c
prize	c
(	c
It	i
's	c
great	c
!	c
)	c
"
"and of course , I am very happy .","and	c
of	c
course	c
,	c
I	c
am	c
very	c
happy	c
.	c
"
"As your questions , I am free to travel only on July because I will having my holiday after finished the exams .","As	c
